,sample_idx,segment_idx,start_idx,end_idx,y_idx,y,stratification_label,split
1100,3547,0,0,130,1,hand swipe left,hand swipe left,train
1101,3455,0,0,130,1,hand swipe left,hand swipe left,train
1102,4223,0,0,130,1,hand swipe left,hand swipe left,train
1103,9149,0,0,130,1,hand swipe left,hand swipe left,train
1104,3542,0,0,130,1,hand swipe left,hand swipe left,train
1105,4500,0,0,130,1,hand swipe left,hand swipe left,train
1106,1265,0,0,130,1,hand swipe left,hand swipe left,train
1107,9712,0,0,130,1,hand swipe left,hand swipe left,train
1108,3470,0,0,130,1,hand swipe left,hand swipe left,train
1109,8087,0,0,130,1,hand swipe left,hand swipe left,train
1110,2146,0,0,130,1,hand swipe left,hand swipe left,train
1111,246,0,0,130,1,hand swipe left,hand swipe left,train
1112,8224,0,0,130,1,hand swipe left,hand swipe left,train
1113,8380,0,0,130,1,hand swipe left,hand swipe left,train
1114,7198,0,0,130,1,hand swipe left,hand swipe left,train
1115,7080,0,0,130,1,hand swipe left,hand swipe left,train
1116,5382,0,0,130,1,hand swipe left,hand swipe left,train
1117,2457,0,0,130,1,hand swipe left,hand swipe left,train
1118,1128,0,0,130,1,hand swipe left,hand swipe left,train
1119,10003,0,0,130,1,hand swipe left,hand swipe left,train
1120,3810,0,0,130,1,hand swipe left,hand swipe left,train
1121,9019,0,0,130,1,hand swipe left,hand swipe left,train
1122,2841,0,0,130,1,hand swipe left,hand swipe left,train
1123,6699,0,0,130,1,hand swipe left,hand swipe left,train
1124,1552,0,0,130,1,hand swipe left,hand swipe left,train
1125,2339,0,0,130,1,hand swipe left,hand swipe left,valid
1126,3406,0,0,130,1,hand swipe left,hand swipe left,train
1127,2491,0,0,130,1,hand swipe left,hand swipe left,train
1128,6800,0,0,130,1,hand swipe left,hand swipe left,train
1129,8281,0,0,130,1,hand swipe left,hand swipe left,train
1130,4222,0,0,130,1,hand swipe left,hand swipe left,train
1131,1774,0,0,130,1,hand swipe left,hand swipe left,train
1132,4802,0,0,130,1,hand swipe left,hand swipe left,train
1133,1743,0,0,130,1,hand swipe left,hand swipe left,train
1134,6531,0,0,130,1,hand swipe left,hand swipe left,valid
1135,4730,0,0,130,1,hand swipe left,hand swipe left,train
1136,7163,0,0,130,1,hand swipe left,hand swipe left,valid
1137,5363,0,0,130,1,hand swipe left,hand swipe left,train
1138,1086,0,0,130,1,hand swipe left,hand swipe left,train
1139,9147,0,0,130,1,hand swipe left,hand swipe left,train
1140,7124,0,0,130,1,hand swipe left,hand swipe left,train
1141,5667,0,0,130,1,hand swipe left,hand swipe left,valid
1142,9475,0,0,130,1,hand swipe left,hand swipe left,train
1143,1773,0,0,130,1,hand swipe left,hand swipe left,train
1144,3642,0,0,130,1,hand swipe left,hand swipe left,train
1145,3953,0,0,130,1,hand swipe left,hand swipe left,train
1146,1643,0,0,130,1,hand swipe left,hand swipe left,train
1147,2379,0,0,130,1,hand swipe left,hand swipe left,train
1148,5926,0,0,130,1,hand swipe left,hand swipe left,train
1149,5604,0,0,130,1,hand swipe left,hand swipe left,valid
1150,4169,0,0,130,1,hand swipe left,hand swipe left,train
1151,1709,0,0,130,1,hand swipe left,hand swipe left,train
1152,2459,0,0,130,1,hand swipe left,hand swipe left,train
1153,7501,0,0,130,1,hand swipe left,hand swipe left,train
1154,8031,0,0,130,1,hand swipe left,hand swipe left,train
1155,3126,0,0,130,1,hand swipe left,hand swipe left,train
1156,8361,0,0,130,1,hand swipe left,hand swipe left,train
1157,3740,0,0,130,1,hand swipe left,hand swipe left,train
1158,9252,0,0,130,1,hand swipe left,hand swipe left,train
1159,3873,0,0,130,1,hand swipe left,hand swipe left,train
1160,8701,0,0,130,1,hand swipe left,hand swipe left,train
1161,2241,0,0,130,1,hand swipe left,hand swipe left,train
1162,9070,0,0,130,1,hand swipe left,hand swipe left,train
1163,7604,0,0,130,1,hand swipe left,hand swipe left,valid
1164,40,0,0,130,1,hand swipe left,hand swipe left,train
1165,3405,0,0,130,1,hand swipe left,hand swipe left,train
1166,471,0,0,130,1,hand swipe left,hand swipe left,train
1167,7297,0,0,130,1,hand swipe left,hand swipe left,train
1168,3836,0,0,130,1,hand swipe left,hand swipe left,train
1169,1130,0,0,130,1,hand swipe left,hand swipe left,train
1170,8379,0,0,130,1,hand swipe left,hand swipe left,valid
1171,2970,0,0,130,1,hand swipe left,hand swipe left,train
1172,6003,0,0,130,1,hand swipe left,hand swipe left,train
1173,6616,0,0,130,1,hand swipe left,hand swipe left,train
1174,1642,0,0,130,1,hand swipe left,hand swipe left,train
1175,3295,0,0,130,1,hand swipe left,hand swipe left,train
1176,3052,0,0,130,1,hand swipe left,hand swipe left,train
1177,4577,0,0,130,1,hand swipe left,hand swipe left,train
1178,2058,0,0,130,1,hand swipe left,hand swipe left,train
1179,8003,0,0,130,1,hand swipe left,hand swipe left,train
1180,5301,0,0,130,1,hand swipe left,hand swipe left,train
1181,1651,0,0,130,1,hand swipe left,hand swipe left,valid
1182,1600,0,0,130,1,hand swipe left,hand swipe left,train
1183,9687,0,0,130,1,hand swipe left,hand swipe left,train
1184,4359,0,0,130,1,hand swipe left,hand swipe left,train
1185,7955,0,0,130,1,hand swipe left,hand swipe left,train
1186,2747,0,0,130,1,hand swipe left,hand swipe left,train
1187,5756,0,0,130,1,hand swipe left,hand swipe left,train
1188,8223,0,0,130,1,hand swipe left,hand swipe left,valid
1189,1330,0,0,130,1,hand swipe left,hand swipe left,valid
1190,9732,0,0,130,1,hand swipe left,hand swipe left,train
1191,4962,0,0,130,1,hand swipe left,hand swipe left,train
1192,7347,0,0,130,1,hand swipe left,hand swipe left,train
1193,2778,0,0,130,1,hand swipe left,hand swipe left,train
1194,1933,0,0,130,1,hand swipe left,hand swipe left,train
1195,1375,0,0,130,1,hand swipe left,hand swipe left,train
1196,8823,0,0,130,1,hand swipe left,hand swipe left,train
1197,4998,0,0,130,1,hand swipe left,hand swipe left,train
1198,4261,0,0,130,1,hand swipe left,hand swipe left,train
1199,8847,0,0,130,1,hand swipe left,hand swipe left,train
1200,8032,0,0,130,1,hand swipe left,hand swipe left,train
1201,2085,0,0,130,1,hand swipe left,hand swipe left,train
1202,3362,0,0,130,1,hand swipe left,hand swipe left,train
1203,6615,0,0,130,1,hand swipe left,hand swipe left,train
1204,7761,0,0,130,1,hand swipe left,hand swipe left,train
1205,9877,0,0,130,1,hand swipe left,hand swipe left,train
1206,796,0,0,130,1,hand swipe left,hand swipe left,train
1207,4088,0,0,130,1,hand swipe left,hand swipe left,train
1208,4436,0,0,130,1,hand swipe left,hand swipe left,train
1209,9244,0,0,130,1,hand swipe left,hand swipe left,train
1210,959,0,0,130,1,hand swipe left,hand swipe left,train
1211,2338,0,0,130,1,hand swipe left,hand swipe left,train
1212,9303,0,0,130,1,hand swipe left,hand swipe left,train
1213,6004,0,0,130,1,hand swipe left,hand swipe left,train
1214,9444,0,0,130,1,hand swipe left,hand swipe left,train
1215,3094,0,0,130,1,hand swipe left,hand swipe left,train
1216,1183,0,0,130,1,hand swipe left,hand swipe left,train
1217,803,0,0,130,1,hand swipe left,hand swipe left,valid
1218,9642,0,0,130,1,hand swipe left,hand swipe left,train
1219,8702,0,0,130,1,hand swipe left,hand swipe left,train
1220,4846,0,0,130,1,hand swipe left,hand swipe left,train
1221,9190,0,0,130,1,hand swipe left,hand swipe left,train
1222,3834,0,0,130,1,hand swipe left,hand swipe left,valid
1223,6063,0,0,130,1,hand swipe left,hand swipe left,train
1224,2971,0,0,130,1,hand swipe left,hand swipe left,valid
1225,4575,0,0,130,1,hand swipe left,hand swipe left,train
1226,6113,0,0,130,1,hand swipe left,hand swipe left,train
1227,627,0,0,130,1,hand swipe left,hand swipe left,train
1228,795,0,0,130,1,hand swipe left,hand swipe left,train
1229,5866,0,0,130,1,hand swipe left,hand swipe left,train
1230,8971,0,0,130,1,hand swipe left,hand swipe left,train
1231,4262,0,0,130,1,hand swipe left,hand swipe left,train
1232,867,0,0,130,1,hand swipe left,hand swipe left,train
1233,1522,0,0,130,1,hand swipe left,hand swipe left,train
1234,8454,0,0,130,1,hand swipe left,hand swipe left,train
1235,7908,0,0,130,1,hand swipe left,hand swipe left,train
1236,2780,0,0,130,1,hand swipe left,hand swipe left,train
1237,3407,0,0,130,1,hand swipe left,hand swipe left,train
1238,9110,0,0,130,1,hand swipe left,hand swipe left,train
1239,1809,0,0,130,1,hand swipe left,hand swipe left,train
1240,464,0,0,130,1,hand swipe left,hand swipe left,train
1241,4434,0,0,130,1,hand swipe left,hand swipe left,train
1242,9189,0,0,130,1,hand swipe left,hand swipe left,valid
1243,300,0,0,130,1,hand swipe left,hand swipe left,train
1244,9476,0,0,130,1,hand swipe left,hand swipe left,train
1245,4999,0,0,130,1,hand swipe left,hand swipe left,train
1246,6488,0,0,130,1,hand swipe left,hand swipe left,train
1247,7227,0,0,130,1,hand swipe left,hand swipe left,train
1248,3995,0,0,130,2,hand swipe right,hand swipe right,train
1249,6173,0,0,130,2,hand swipe right,hand swipe right,train
1250,9420,0,0,130,2,hand swipe right,hand swipe right,train
1251,6680,0,0,130,2,hand swipe right,hand swipe right,train
1252,2672,0,0,130,2,hand swipe right,hand swipe right,train
1253,5720,0,0,130,2,hand swipe right,hand swipe right,train
1254,4028,0,0,130,2,hand swipe right,hand swipe right,train
1255,2343,0,0,130,2,hand swipe right,hand swipe right,train
1256,8808,0,0,130,2,hand swipe right,hand swipe right,train
1257,3966,0,0,130,2,hand swipe right,hand swipe right,train
1258,4925,0,0,130,2,hand swipe right,hand swipe right,valid
1259,6104,0,0,130,2,hand swipe right,hand swipe right,train
1260,3062,0,0,130,2,hand swipe right,hand swipe right,train
1261,10027,0,0,130,2,hand swipe right,hand swipe right,train
1262,5224,0,0,130,2,hand swipe right,hand swipe right,train
1263,3426,0,0,130,2,hand swipe right,hand swipe right,train
1264,7950,0,0,130,2,hand swipe right,hand swipe right,valid
1265,5768,0,0,130,2,hand swipe right,hand swipe right,train
1266,723,0,0,130,2,hand swipe right,hand swipe right,train
1267,2475,0,0,130,2,hand swipe right,hand swipe right,train
1268,4398,0,0,130,2,hand swipe right,hand swipe right,train
1269,2551,0,0,130,2,hand swipe right,hand swipe right,train
1270,6388,0,0,130,2,hand swipe right,hand swipe right,train
1271,8261,0,0,130,2,hand swipe right,hand swipe right,train
1272,8470,0,0,130,2,hand swipe right,hand swipe right,train
1273,8112,0,0,130,2,hand swipe right,hand swipe right,train
1274,2515,0,0,130,2,hand swipe right,hand swipe right,valid
1275,1193,0,0,130,2,hand swipe right,hand swipe right,train
1276,5402,0,0,130,2,hand swipe right,hand swipe right,valid
1277,8469,0,0,130,2,hand swipe right,hand swipe right,train
1278,6120,0,0,130,2,hand swipe right,hand swipe right,train
1279,7286,0,0,130,2,hand swipe right,hand swipe right,train
1280,7507,0,0,130,2,hand swipe right,hand swipe right,train
1281,3181,0,0,130,2,hand swipe right,hand swipe right,valid
1282,2804,0,0,130,2,hand swipe right,hand swipe right,train
1283,4027,0,0,130,2,hand swipe right,hand swipe right,train
1284,2205,0,0,130,2,hand swipe right,hand swipe right,train
1285,5103,0,0,130,2,hand swipe right,hand swipe right,train
1286,5767,0,0,130,2,hand swipe right,hand swipe right,train
1287,3342,0,0,130,2,hand swipe right,hand swipe right,train
1288,1935,0,0,130,2,hand swipe right,hand swipe right,valid
1289,8356,0,0,130,2,hand swipe right,hand swipe right,valid
1290,2724,0,0,130,2,hand swipe right,hand swipe right,train
1291,1349,0,0,130,2,hand swipe right,hand swipe right,train
1292,5617,0,0,130,2,hand swipe right,hand swipe right,train
1293,5718,0,0,130,2,hand swipe right,hand swipe right,train
1294,6424,0,0,130,2,hand swipe right,hand swipe right,train
1295,856,0,0,130,2,hand swipe right,hand swipe right,train
1296,8389,0,0,130,2,hand swipe right,hand swipe right,train
1297,5495,0,0,130,2,hand swipe right,hand swipe right,train
1298,2608,0,0,130,2,hand swipe right,hand swipe right,train
1299,378,0,0,130,2,hand swipe right,hand swipe right,train
1300,7284,0,0,130,2,hand swipe right,hand swipe right,train
1301,9396,0,0,130,2,hand swipe right,hand swipe right,train
1302,1512,0,0,130,2,hand swipe right,hand swipe right,valid
1303,7483,0,0,130,2,hand swipe right,hand swipe right,train
1304,2950,0,0,130,2,hand swipe right,hand swipe right,train
1305,9653,0,0,130,2,hand swipe right,hand swipe right,train
1306,4233,0,0,130,2,hand swipe right,hand swipe right,train
1307,6389,0,0,130,2,hand swipe right,hand swipe right,train
1308,6906,0,0,130,2,hand swipe right,hand swipe right,valid
1309,5919,0,0,130,2,hand swipe right,hand swipe right,train
1310,9983,0,0,130,2,hand swipe right,hand swipe right,train
1311,8208,0,0,130,2,hand swipe right,hand swipe right,train
1312,179,0,0,130,2,hand swipe right,hand swipe right,train
1313,7797,0,0,130,2,hand swipe right,hand swipe right,train
1314,7894,0,0,130,2,hand swipe right,hand swipe right,train
1315,3994,0,0,130,2,hand swipe right,hand swipe right,train
1316,2107,0,0,130,2,hand swipe right,hand swipe right,valid
1317,7427,0,0,130,2,hand swipe right,hand swipe right,train
1318,1677,0,0,130,2,hand swipe right,hand swipe right,train
1319,9956,0,0,130,2,hand swipe right,hand swipe right,train
1320,1143,0,0,130,2,hand swipe right,hand swipe right,valid
1321,677,0,0,130,2,hand swipe right,hand swipe right,train
1322,7952,0,0,130,2,hand swipe right,hand swipe right,valid
1323,1936,0,0,130,2,hand swipe right,hand swipe right,train
1324,3507,0,0,130,2,hand swipe right,hand swipe right,train
1325,6661,0,0,130,2,hand swipe right,hand swipe right,train
1326,1027,0,0,130,2,hand swipe right,hand swipe right,train
1327,4844,0,0,130,2,hand swipe right,hand swipe right,train
1328,8388,0,0,130,2,hand swipe right,hand swipe right,train
1329,1693,0,0,130,2,hand swipe right,hand swipe right,train
1330,4735,0,0,130,2,hand swipe right,hand swipe right,train
1331,8968,0,0,130,2,hand swipe right,hand swipe right,train
1332,8781,0,0,130,2,hand swipe right,hand swipe right,train
1333,5558,0,0,130,2,hand swipe right,hand swipe right,train
1334,7109,0,0,130,2,hand swipe right,hand swipe right,train
1335,9203,0,0,130,2,hand swipe right,hand swipe right,train
1336,2322,0,0,130,2,hand swipe right,hand swipe right,train
1337,3457,0,0,130,2,hand swipe right,hand swipe right,train
1338,9916,0,0,130,2,hand swipe right,hand swipe right,train
1339,5293,0,0,130,2,hand swipe right,hand swipe right,train
1340,8939,0,0,130,2,hand swipe right,hand swipe right,train
1341,4612,0,0,130,2,hand swipe right,hand swipe right,train
1342,4842,0,0,130,2,hand swipe right,hand swipe right,train
1343,5157,0,0,130,2,hand swipe right,hand swipe right,train
1344,4923,0,0,130,2,hand swipe right,hand swipe right,train
1345,546,0,0,130,2,hand swipe right,hand swipe right,valid
1346,4343,0,0,130,2,hand swipe right,hand swipe right,train
1347,5322,0,0,130,2,hand swipe right,hand swipe right,train
1348,1304,0,0,130,2,hand swipe right,hand swipe right,train
1349,332,0,0,130,2,hand swipe right,hand swipe right,train
1350,4151,0,0,130,2,hand swipe right,hand swipe right,train
1351,7854,0,0,130,2,hand swipe right,hand swipe right,train
1352,9281,0,0,130,2,hand swipe right,hand swipe right,train
1353,6447,0,0,130,2,hand swipe right,hand swipe right,train
1354,8699,0,0,130,2,hand swipe right,hand swipe right,train
1355,9342,0,0,130,2,hand swipe right,hand swipe right,train
1356,6336,0,0,130,2,hand swipe right,hand swipe right,valid
1357,8868,0,0,130,2,hand swipe right,hand swipe right,train
1358,5154,0,0,130,2,hand swipe right,hand swipe right,train
1359,4105,0,0,130,2,hand swipe right,hand swipe right,train
1360,3612,0,0,130,2,hand swipe right,hand swipe right,valid
1361,1154,0,0,130,2,hand swipe right,hand swipe right,train
1362,4778,0,0,130,2,hand swipe right,hand swipe right,train
1363,4705,0,0,130,2,hand swipe right,hand swipe right,train
1364,444,0,0,130,2,hand swipe right,hand swipe right,train
1365,9495,0,0,130,2,hand swipe right,hand swipe right,train
1366,1417,0,0,130,2,hand swipe right,hand swipe right,train
1367,1048,0,0,130,2,hand swipe right,hand swipe right,train
1368,4654,0,0,130,2,hand swipe right,hand swipe right,train
1369,3239,0,0,130,2,hand swipe right,hand swipe right,train
1370,6471,0,0,130,2,hand swipe right,hand swipe right,train
1371,9078,0,0,130,2,hand swipe right,hand swipe right,train
1372,6213,0,0,130,2,hand swipe right,hand swipe right,train
1373,2324,0,0,130,2,hand swipe right,hand swipe right,train
1374,4591,0,0,130,2,hand swipe right,hand swipe right,train
1375,2607,0,0,130,2,hand swipe right,hand swipe right,valid
1376,9673,0,0,130,2,hand swipe right,hand swipe right,train
1377,1302,0,0,130,2,hand swipe right,hand swipe right,valid
1378,2958,0,0,130,2,hand swipe right,hand swipe right,train
1379,9080,0,0,130,2,hand swipe right,hand swipe right,train
1380,1328,0,0,130,2,hand swipe right,hand swipe right,train
1381,7330,0,0,130,2,hand swipe right,hand swipe right,train
1382,6812,0,0,130,2,hand swipe right,hand swipe right,train
1383,2206,0,0,130,2,hand swipe right,hand swipe right,train
1384,8671,0,0,130,2,hand swipe right,hand swipe right,train
1385,7425,0,0,130,2,hand swipe right,hand swipe right,train
1386,1153,0,0,130,2,hand swipe right,hand swipe right,train
1387,4281,0,0,130,2,hand swipe right,hand swipe right,train
1388,1968,0,0,130,2,hand swipe right,hand swipe right,train
1389,1633,0,0,130,2,hand swipe right,hand swipe right,train
1390,9279,0,0,130,2,hand swipe right,hand swipe right,train
1391,8555,0,0,130,2,hand swipe right,hand swipe right,train
1392,4106,0,0,130,2,hand swipe right,hand swipe right,train
1393,8670,0,0,130,2,hand swipe right,hand swipe right,valid
1394,3852,0,0,130,2,hand swipe right,hand swipe right,train
1395,2550,0,0,130,2,hand swipe right,hand swipe right,valid
1396,5223,0,0,130,2,hand swipe right,hand swipe right,valid
1397,2048,0,0,130,2,hand swipe right,hand swipe right,train
1398,6585,0,0,130,2,hand swipe right,hand swipe right,train
1399,5599,0,0,130,2,hand swipe right,hand swipe right,train
1400,764,0,0,130,2,hand swipe right,hand swipe right,valid
1401,7272,0,0,130,2,hand swipe right,hand swipe right,valid
1402,9835,0,0,130,2,hand swipe right,hand swipe right,train
1403,7922,0,0,130,2,hand swipe right,hand swipe right,train
1404,1694,0,0,130,2,hand swipe right,hand swipe right,train
1405,5719,0,0,130,2,hand swipe right,hand swipe right,train
1406,9162,0,0,130,2,hand swipe right,hand swipe right,train
1407,1513,0,0,130,2,hand swipe right,hand swipe right,train
1408,6103,0,0,130,2,hand swipe right,hand swipe right,train
1409,1679,0,0,130,2,hand swipe right,hand swipe right,train
1410,7647,0,0,130,2,hand swipe right,hand swipe right,train
1411,7799,0,0,130,2,hand swipe right,hand swipe right,train
1412,1534,0,0,130,2,hand swipe right,hand swipe right,train
1413,7856,0,0,130,2,hand swipe right,hand swipe right,train
1414,4400,0,0,130,2,hand swipe right,hand swipe right,train
1415,9652,0,0,130,2,hand swipe right,hand swipe right,valid
1416,5921,0,0,130,2,hand swipe right,hand swipe right,train
1417,7770,0,0,130,2,hand swipe right,hand swipe right,train
1418,8908,0,0,130,2,hand swipe right,hand swipe right,train
1419,2395,0,0,130,2,hand swipe right,hand swipe right,train
1420,9007,0,0,130,2,hand swipe right,hand swipe right,train
1421,67,0,0,130,2,hand swipe right,hand swipe right,train
1422,3614,0,0,130,2,hand swipe right,hand swipe right,train
1423,3269,0,0,130,2,hand swipe right,hand swipe right,train
1424,4283,0,0,130,2,hand swipe right,hand swipe right,train
1425,9804,0,0,130,2,hand swipe right,hand swipe right,train
1426,696,0,0,130,2,hand swipe right,hand swipe right,train
1427,5158,0,0,130,2,hand swipe right,hand swipe right,train
1428,7139,0,0,130,2,hand swipe right,hand swipe right,train
1429,9422,0,0,130,2,hand swipe right,hand swipe right,train
1430,9496,0,0,130,2,hand swipe right,hand swipe right,train
1431,5452,0,0,130,2,hand swipe right,hand swipe right,train
1432,6540,0,0,130,2,hand swipe right,hand swipe right,train
1433,2396,0,0,130,2,hand swipe right,hand swipe right,train
1434,6882,0,0,130,2,hand swipe right,hand swipe right,valid
1435,2121,0,0,130,2,hand swipe right,hand swipe right,train
1436,3680,0,0,130,2,hand swipe right,hand swipe right,train
1437,3737,0,0,130,2,hand swipe right,hand swipe right,train
1438,2174,0,0,130,2,hand swipe right,hand swipe right,train
1439,7020,0,0,130,2,hand swipe right,hand swipe right,train
1440,9834,0,0,130,2,hand swipe right,hand swipe right,train
1441,6337,0,0,130,2,hand swipe right,hand swipe right,train
1442,8553,0,0,130,2,hand swipe right,hand swipe right,train
1443,8909,0,0,130,2,hand swipe right,hand swipe right,train
1444,3061,0,0,130,2,hand swipe right,hand swipe right,train
1445,5375,0,0,130,2,hand swipe right,hand swipe right,train
1446,6215,0,0,130,2,hand swipe right,hand swipe right,train
1447,1390,0,0,130,2,hand swipe right,hand swipe right,train
1448,763,0,0,130,2,hand swipe right,hand swipe right,valid
1449,5766,0,0,130,2,hand swipe right,hand swipe right,train
1450,1047,0,0,130,2,hand swipe right,hand swipe right,train
1451,2709,0,0,130,2,hand swipe right,hand swipe right,train
1452,5374,0,0,130,2,hand swipe right,hand swipe right,train
1453,2122,0,0,130,2,hand swipe right,hand swipe right,train
1454,8162,0,0,130,2,hand swipe right,hand swipe right,train
1455,4967,0,0,130,2,hand swipe right,hand swipe right,train
1456,8418,0,0,130,2,hand swipe right,hand swipe right,train
1457,9317,0,0,130,2,hand swipe right,hand swipe right,train
1458,697,0,0,130,2,hand swipe right,hand swipe right,train
1459,2787,0,0,130,2,hand swipe right,hand swipe right,train
1460,5006,0,0,130,2,hand swipe right,hand swipe right,train
1461,3060,0,0,130,2,hand swipe right,hand swipe right,train
1462,7994,0,0,130,2,hand swipe right,hand swipe right,train
1463,813,0,0,130,2,hand swipe right,hand swipe right,train
1464,6387,0,0,130,2,hand swipe right,hand swipe right,valid
1465,5869,0,0,130,2,hand swipe right,hand swipe right,train
1466,330,0,0,130,2,hand swipe right,hand swipe right,train
1467,3344,0,0,130,2,hand swipe right,hand swipe right,train
1468,6721,0,0,130,2,hand swipe right,hand swipe right,train
1469,4149,0,0,130,2,hand swipe right,hand swipe right,train
1470,4234,0,0,130,2,hand swipe right,hand swipe right,train
1471,6542,0,0,130,2,hand swipe right,hand swipe right,train
1472,9079,0,0,130,2,hand swipe right,hand swipe right,train
1473,2568,0,0,130,2,hand swipe right,hand swipe right,train
1474,6310,0,0,130,2,hand swipe right,hand swipe right,valid
1475,3736,0,0,130,2,hand swipe right,hand swipe right,train
1476,9917,0,0,130,2,hand swipe right,hand swipe right,train
1477,5323,0,0,130,2,hand swipe right,hand swipe right,train
1478,8161,0,0,130,2,hand swipe right,hand swipe right,train
1479,4843,0,0,130,2,hand swipe right,hand swipe right,train
1480,3773,0,0,130,2,hand swipe right,hand swipe right,train
1481,5870,0,0,130,2,hand swipe right,hand swipe right,train
1482,476,0,0,130,2,hand swipe right,hand swipe right,train
1483,8613,0,0,130,2,hand swipe right,hand swipe right,train
1484,698,0,0,130,2,hand swipe right,hand swipe right,train
1485,7610,0,0,130,2,hand swipe right,hand swipe right,train
1486,8169,0,0,130,2,hand swipe right,hand swipe right,train
1487,6960,0,0,130,2,hand swipe right,hand swipe right,train
1488,930,0,0,130,2,hand swipe right,hand swipe right,train
1489,3679,0,0,130,2,hand swipe right,hand swipe right,train
1490,3559,0,0,130,2,hand swipe right,hand swipe right,train
1491,6587,0,0,130,2,hand swipe right,hand swipe right,valid
1492,6883,0,0,130,2,hand swipe right,hand swipe right,train
1493,3560,0,0,130,2,hand swipe right,hand swipe right,train
1494,2609,0,0,130,2,hand swipe right,hand swipe right,train
1495,7730,0,0,130,2,hand swipe right,hand swipe right,train
1496,235,0,0,130,2,hand swipe right,hand swipe right,train
1497,7329,0,0,130,2,hand swipe right,hand swipe right,train
1498,422,0,0,130,2,hand swipe right,hand swipe right,train
1499,6172,0,0,130,2,hand swipe right,hand swipe right,train
1500,446,0,0,130,2,hand swipe right,hand swipe right,train
1501,5600,0,0,130,2,hand swipe right,hand swipe right,train
1502,5556,0,0,130,2,hand swipe right,hand swipe right,train
1503,4592,0,0,130,2,hand swipe right,hand swipe right,train
1504,2298,0,0,130,2,hand swipe right,hand swipe right,train
1505,3314,0,0,130,2,hand swipe right,hand swipe right,train
1506,6069,0,0,130,2,hand swipe right,hand swipe right,train
1507,4499,0,0,130,2,hand swipe right,hand swipe right,train
1508,5945,0,0,130,2,hand swipe right,hand swipe right,train
1509,1250,0,0,130,2,hand swipe right,hand swipe right,train
1510,3678,0,0,130,2,hand swipe right,hand swipe right,train
1511,7331,0,0,130,2,hand swipe right,hand swipe right,train
1512,6311,0,0,130,2,hand swipe right,hand swipe right,train
1513,1821,0,0,130,2,hand swipe right,hand swipe right,train
1514,6767,0,0,130,2,hand swipe right,hand swipe right,train
1515,5521,0,0,130,2,hand swipe right,hand swipe right,valid
1516,1416,0,0,130,2,hand swipe right,hand swipe right,train
1517,3798,0,0,130,2,hand swipe right,hand swipe right,train
1518,3486,0,0,130,2,hand swipe right,hand swipe right,train
1519,5070,0,0,130,2,hand swipe right,hand swipe right,train
1520,4770,0,0,130,2,hand swipe right,hand swipe right,train
1521,4872,0,0,130,2,hand swipe right,hand swipe right,train
1522,5159,0,0,130,2,hand swipe right,hand swipe right,train
1523,9651,0,0,130,2,hand swipe right,hand swipe right,train
1524,642,0,0,130,2,hand swipe right,hand swipe right,train
1525,4704,0,0,130,2,hand swipe right,hand swipe right,train
1526,5012,0,0,130,2,hand swipe right,hand swipe right,train
1527,7993,0,0,130,2,hand swipe right,hand swipe right,train
1528,7003,0,0,130,2,hand swipe right,hand swipe right,train
1529,4613,0,0,130,2,hand swipe right,hand swipe right,train
1530,7004,0,0,130,2,hand swipe right,hand swipe right,train
1531,4771,0,0,130,2,hand swipe right,hand swipe right,train
1532,104,0,0,130,2,hand swipe right,hand swipe right,train
1533,21,0,0,130,2,hand swipe right,hand swipe right,train
1534,7855,0,0,130,2,hand swipe right,hand swipe right,valid
1535,8698,0,0,130,2,hand swipe right,hand swipe right,train
1536,5010,0,0,130,2,hand swipe right,hand swipe right,valid
1537,2552,0,0,130,2,hand swipe right,hand swipe right,train
1538,9008,0,0,130,2,hand swipe right,hand swipe right,train
1539,880,0,0,130,2,hand swipe right,hand swipe right,valid
1540,303,0,0,130,2,hand swipe right,hand swipe right,train
1541,6810,0,0,130,2,hand swipe right,hand swipe right,train
1542,3139,0,0,130,2,hand swipe right,hand swipe right,train
1543,8967,0,0,130,2,hand swipe right,hand swipe right,valid
1544,3428,0,0,130,2,hand swipe right,hand swipe right,train
1545,3458,0,0,130,2,hand swipe right,hand swipe right,train
1546,1855,0,0,130,2,hand swipe right,hand swipe right,train
1547,1692,0,0,130,2,hand swipe right,hand swipe right,train
1548,23,0,0,130,2,hand swipe right,hand swipe right,train
1549,7063,0,0,130,2,hand swipe right,hand swipe right,train
1550,7108,0,0,130,2,hand swipe right,hand swipe right,train
1551,6907,0,0,130,2,hand swipe right,hand swipe right,train
1552,2951,0,0,130,2,hand swipe right,hand swipe right,train
1553,857,0,0,130,2,hand swipe right,hand swipe right,train
1554,2949,0,0,130,2,hand swipe right,hand swipe right,train
1555,177,0,0,130,2,hand swipe right,hand swipe right,train
1556,643,0,0,130,2,hand swipe right,hand swipe right,train
1557,3657,0,0,130,2,hand swipe right,hand swipe right,valid
1558,2726,0,0,130,2,hand swipe right,hand swipe right,train
1559,3138,0,0,130,2,hand swipe right,hand swipe right,valid
1560,5400,0,0,130,2,hand swipe right,hand swipe right,train
1561,9112,0,0,130,2,hand swipe right,hand swipe right,train
1562,1678,0,0,130,2,hand swipe right,hand swipe right,train
1563,5493,0,0,130,2,hand swipe right,hand swipe right,train
1564,9239,0,0,130,2,hand swipe right,hand swipe right,train
